,eval_name,Precision,Type,T,Weight type,Architecture,Model,fullname,Model sha,Average ⬆️,Hub License,Hub ❤️,#Params (B),Available on the hub,MoE,Flagged,Chat Template,CO₂ cost (kg),IFEval Raw,IFEval,BBH Raw,BBH,MATH Lvl 5 Raw,MATH Lvl 5,GPQA Raw,GPQA,MUSR Raw,MUSR,MMLU-PRO Raw,MMLU-PRO,Merged,Official Providers,Upload To Hub Date,Submission Date,Generation,Base Model
1201,Qwen_Qwen1.5-14B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-14B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-14B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-14B,dce4b190d34470818e5bec2a92cb8233aaa02ca2,20.51420090838204,other,38,14.167,True,False,False,False,1.92549058647731,0.2905368865720732,29.05368865720732,0.5080327493808331,30.063103282917453,0.18202416918429004,18.202416918429005,0.29446308724832215,5.92841163310962,0.41864583333333333,10.464062500000002,0.36436170212765956,29.373522458628837,False,True,2024-01-22,2024-06-13,0,Qwen/Qwen1.5-14B
1202,Qwen_Qwen1.5-14B-Chat_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-14B-Chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-14B-Chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-14B-Chat-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-14B-Chat,9492b22871f43e975435455f5c616c77fe7a50ec,21.02330687787111,other,112,14.167,True,False,False,True,1.3384660100072798,0.47680820223673187,47.68082022367319,0.5228587510703555,32.75647930053065,0.0,0.0,0.2701342281879195,2.684563758389265,0.43997916666666664,13.930729166666667,0.36178523936170215,29.08724881796691,False,True,2024-01-30,2024-06-12,0,Qwen/Qwen1.5-14B-Chat
1203,Qwen_Qwen1.5-32B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-32B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-32B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-32B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-32B,cefef80dc06a65f89d1d71d0adbc56d335ca2490,27.021817287170666,other,84,32.512,True,False,False,False,59.96715941585337,0.329729562006587,32.97295620065869,0.5715390555959325,38.980351633108974,0.2862537764350453,28.625377643504528,0.3296979865771812,10.626398210290827,0.4277916666666666,12.040625000000004,0.4499667553191489,38.88519503546098,False,True,2024-04-01,2024-06-13,0,Qwen/Qwen1.5-32B
1204,Qwen_Qwen1.5-32B-Chat_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-32B-Chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-32B-Chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-32B-Chat-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-32B-Chat,0997b012af6ddd5465d40465a8415535b2f06cfc,27.19301707049657,other,108,32.512,True,False,False,True,46.0594497310076,0.5532199009738605,55.32199009738605,0.6066899757930234,44.55485402391639,0.0717522658610272,7.1752265861027205,0.3062080536912752,7.494407158836691,0.4159791666666666,10.197395833333335,0.4457280585106383,38.41422872340425,False,True,2024-04-03,2024-06-12,0,Qwen/Qwen1.5-32B-Chat
1205,Qwen_Qwen1.5-4B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-4B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-4B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-4B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-4B,a66363a0c24e2155c561e4b53c658b1d3965474e,11.327598669897498,other,35,3.95,True,False,False,False,1.638682166903881,0.24447466056729478,24.447466056729475,0.40538970296725463,16.249142581095292,0.026435045317220546,2.6435045317220545,0.27684563758389263,3.5794183445190177,0.3604479166666667,4.8226562500000005,0.24601063829787234,16.22340425531915,False,True,2024-01-22,2024-06-13,0,Qwen/Qwen1.5-4B
1206,Qwen_Qwen1.5-4B-Chat_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-4B-Chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-4B-Chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-4B-Chat-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-4B-Chat,a7a4d4945d28bac955554c9abd2f74a71ebbf22f,12.337753423984099,other,38,3.95,True,False,False,True,0.8661506478387992,0.31566576683200576,31.566576683200577,0.40055485611486114,16.29707852890831,0.010574018126888218,1.0574018126888218,0.26677852348993286,2.2371364653243813,0.39778125,7.355989583333333,0.23961103723404256,15.512337470449172,False,True,2024-01-30,2024-06-12,0,Qwen/Qwen1.5-4B-Chat
1207,Qwen_Qwen1.5-7B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-7B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-7B,831096e3a59a0789a541415da25ef195ceb802fe,15.357503964067982,other,49,7.721,True,False,False,False,1.8273540540952402,0.2684299879874289,26.842998798742894,0.4559896407693445,23.075768754340448,0.05287009063444109,5.287009063444109,0.2986577181208054,6.487695749440718,0.4103333333333334,9.158333333333333,0.29163896276595747,21.293218085106382,False,True,2024-01-22,2024-06-09,0,Qwen/Qwen1.5-7B
1208,Qwen_Qwen1.5-7B-Chat_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-7B-Chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-7B-Chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-7B-Chat-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-7B-Chat,5f4f5e69ac7f1d508f8369e977de208b4803444b,16.57617293158245,other,165,7.721,True,False,False,True,1.07882659669136,0.43711574178734647,43.711574178734644,0.4510053116521351,22.379129599952787,0.0,0.0,0.3028523489932886,7.046979865771815,0.37790624999999994,4.6382812499999995,0.2951296542553192,21.681072695035464,False,True,2024-01-30,2024-06-12,0,Qwen/Qwen1.5-7B-Chat
1209,Qwen_Qwen1.5-MoE-A2.7B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2MoeForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-MoE-A2.7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-MoE-A2.7B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-MoE-A2.7B,1a758c50ecb6350748b9ce0a99d2352fd9fc11c9,12.42275797734545,other,196,14.316,True,True,False,False,9.54561289606972,0.265982038768246,26.598203876824606,0.4113515433010766,18.837858500547185,0.0015105740181268882,0.1510574018126888,0.25922818791946306,1.230425055928408,0.40134375000000005,7.967968750000003,0.2777593085106383,19.751034278959807,False,True,2024-02-29,2024-06-13,0,Qwen/Qwen1.5-MoE-A2.7B
1210,Qwen_Qwen1.5-MoE-A2.7B-Chat_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2MoeForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B-Chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen1.5-MoE-A2.7B-Chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-MoE-A2.7B-Chat-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen1.5-MoE-A2.7B-Chat,ec052fda178e241c7c443468d2fa1db6618996be,14.823498043433531,other,114,14.316,True,True,False,True,8.901971537535811,0.37953851336675576,37.95385133667558,0.4272088620635824,20.041818895540953,0.0,0.0,0.27432885906040266,3.243847874720355,0.38987499999999997,6.334375000000001,0.29230385638297873,21.3670951536643,False,True,2024-03-14,2024-06-12,0,Qwen/Qwen1.5-MoE-A2.7B-Chat
1211,Qwen_Qwen2-0.5B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-0.5B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-0.5B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-0.5B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-0.5B,ff3a49fac17555b8dfc4db6709f480cc8f16a9fe,7.287062057653856,apache-2.0,130,0.494,True,False,False,False,1.799938291689305,0.18732186154957736,18.732186154957734,0.3239117424825444,7.9185120409032566,0.030211480362537766,3.0211480362537766,0.2609060402684564,1.4541387024608499,0.37520833333333337,4.601041666666668,0.17195811170212766,7.99534574468085,False,True,2024-05-31,2024-11-30,0,Qwen/Qwen2-0.5B
1212,Qwen_Qwen2-0.5B-Instruct_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-0.5B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-0.5B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-0.5B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-0.5B-Instruct,c291d6fce4804a1d39305f388dd32897d1f7acc4,6.41054699783957,apache-2.0,174,0.494,True,False,False,True,0.5578477231452632,0.22466610814860127,22.466610814860125,0.31725179384863494,5.876044259408482,0.01812688821752266,1.812688821752266,0.24664429530201343,0.0,0.33527083333333335,2.408854166666666,0.15309175531914893,5.89908392434988,False,True,2024-06-03,2024-06-12,1,Qwen/Qwen2-0.5B
1213,Qwen_Qwen2-1.5B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-1.5B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-1.5B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-1.5B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-1.5B,8a16abf2848eda07cc5253dec660bf1ce007ad7a,10.445452935561454,apache-2.0,86,1.544,True,False,False,False,1.1081948920047158,0.21132705665412216,21.132705665412217,0.35747931720577464,11.781833653483531,0.0702416918429003,7.02416918429003,0.26426174496644295,1.9015659955257262,0.36581250000000004,3.5932291666666667,0.2551529255319149,17.239213947990542,False,True,2024-05-31,2024-06-09,0,Qwen/Qwen2-1.5B
1214,Qwen_Qwen2-1.5B-Instruct_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-1.5B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-1.5B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-1.5B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-1.5B-Instruct,ba1cf1846d7df0a0591d6c00649f57e798519da8,13.990879413369,apache-2.0,135,1.544,True,False,False,True,0.6588239385562741,0.3371232773485463,33.712327734854625,0.3852232408376059,13.695346827502663,0.06268882175226587,6.268882175226587,0.26174496644295303,1.5659955257270708,0.42928125,12.026822916666667,0.25008311170212766,16.675901300236408,False,True,2024-06-03,2024-06-12,0,Qwen/Qwen2-1.5B-Instruct
1215,Qwen_Qwen2-57B-A14B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2MoeForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-57B-A14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-57B-A14B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-57B-A14B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-57B-A14B,973e466c39ba76372a2ae464dbca0af3f5a5a2a9,25.0338731324107,apache-2.0,49,57.409,True,True,False,False,107.03147746473374,0.31126965340851165,31.126965340851164,0.5618204938684165,38.87598905034189,0.1865558912386707,18.65558912386707,0.3062080536912752,7.494407158836691,0.417375,10.538541666666669,0.4916057180851064,43.511746453900706,False,True,2024-05-22,2024-06-13,0,Qwen/Qwen2-57B-A14B
1216,Qwen_Qwen2-57B-A14B-Instruct_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2MoeForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-57B-A14B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-57B-A14B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-57B-A14B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-57B-A14B-Instruct,5ea455a449e61a92a5b194ee06be807647d3e8b5,29.780722801392006,apache-2.0,79,57.409,True,False,False,True,42.5062475032037,0.6337783747124297,63.37783747124297,0.5887606963532052,41.785917734842535,0.08761329305135951,8.76132930513595,0.3313758389261745,10.850111856823268,0.43613541666666666,14.183593749999995,0.45752992021276595,39.725546690307326,False,True,2024-06-04,2024-08-14,1,Qwen/Qwen2-57B-A14B
1217,Qwen_Qwen2-72B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-72B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-72B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-72B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-72B,87993795c78576318087f70b43fbf530eb7789e7,35.48184716610958,other,197,72.706,True,False,False,False,64.06227923986644,0.3823610243044012,38.23610243044012,0.661734029856643,51.85613118695519,0.3126888217522659,31.268882175226594,0.39429530201342283,19.239373601789712,0.47036458333333336,19.728906250000005,0.5730551861702128,52.56168735224587,False,True,2024-05-22,2024-06-26,0,Qwen/Qwen2-72B
1218,Qwen_Qwen2-72B-Instruct_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-72B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-72B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-72B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-72B-Instruct,1af63c698f59c4235668ec9c1395468cb7cd7e79,42.91430415552085,other,703,72.706,True,False,False,False,37.55397442269999,0.7989168738945996,79.89168738945996,0.697730968386067,57.48300911876294,0.3768882175226586,37.68882175226586,0.3724832214765101,16.33109619686801,0.4560104166666667,17.167968749999996,0.5403091755319149,48.92324172576833,False,True,2024-05-28,2024-06-26,1,Qwen/Qwen2-72B
1219,Qwen_Qwen2-7B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-7B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,23.93775025730012,apache-2.0,153,7.616,True,False,False,False,1.280582255575841,0.3148667757106699,31.48667757106699,0.531531595001889,34.711136202753416,0.20468277945619337,20.468277945619338,0.30453020134228187,7.270693512304249,0.4439166666666667,14.322916666666666,0.41830119680851063,35.366799645390074,False,True,2024-06-04,2024-06-09,0,Qwen/Qwen2-7B
1220,Qwen_Qwen2-7B-Instruct_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-7B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-7B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-7B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-7B-Instruct,41c66b0be1c3081f13defc6bdf946c2ef240d6a6,24.90295162911335,apache-2.0,611,7.616,True,False,False,True,1.0420389858574919,0.5679075962889577,56.79075962889577,0.5544781563793189,37.80839092310167,0.0944108761329305,9.44108761329305,0.2978187919463087,6.375838926174497,0.39279166666666665,7.3656250000000005,0.38472406914893614,31.636007683215123,False,True,2024-06-04,2024-06-12,1,Qwen/Qwen2-7B
1221,Qwen_Qwen2-Math-72B-Instruct_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-Math-72B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-Math-72B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-Math-72B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-Math-72B-Instruct,5c267882f3377bcfc35882f8609098a894eeeaa8,35.15086636785174,other,87,72.706,True,False,False,True,12.168247694827105,0.569381463405985,56.93814634059851,0.634337660025181,47.96019950734914,0.38141993957703924,38.141993957703924,0.36828859060402686,15.771812080536915,0.45169791666666664,15.728906249999994,0.42727726063829785,36.364140070921984,False,True,2024-08-08,2024-08-19,0,Qwen/Qwen2-Math-72B-Instruct
1222,Qwen_Qwen2-Math-7B_bfloat16,bfloat16,🔶 fine-tuned on domain-specific datasets,🔶,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-Math-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-Math-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-Math-7B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-Math-7B,47a44ff4136da8960adbab02b2326787086bcf6c,11.941392447110303,apache-2.0,13,7.616,True,False,False,True,1.563036062905102,0.2687048143370701,26.870481433707006,0.386954741074792,14.064494488871304,0.24320241691842898,24.3202416918429,0.2634228187919463,1.7897091722595053,0.35933333333333334,2.4166666666666683,0.1196808510638298,2.186761229314421,False,True,2024-08-08,2024-08-19,0,Qwen/Qwen2-Math-7B
1223,Qwen_Qwen2-VL-72B-Instruct_bfloat16,bfloat16,🌸 multimodal,🌸,Original,Qwen2VLForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-VL-72B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-VL-72B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-VL-72B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-VL-72B-Instruct,f400120e59a6196b024298b7d09fb517f742db7d,37.91275288601192,other,275,73.406,True,False,False,True,27.249716515600202,0.5982326892644849,59.82326892644849,0.6946287292338682,56.3112338791251,0.24697885196374622,24.69788519637462,0.3875838926174497,18.34451901565996,0.44921875,15.885677083333329,0.5717253989361702,52.41393321513003,False,True,2024-09-17,2024-10-20,1,Qwen/Qwen2-VL-72B-Instruct (Merge)
1224,Qwen_Qwen2-VL-7B-Instruct_bfloat16,bfloat16,🌸 multimodal,🌸,Original,Qwen2VLForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2-VL-7B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-VL-7B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2-VL-7B-Instruct,51c47430f97dd7c74aa1fa6825e68a813478097f,24.214809619420123,apache-2.0,1113,8.291,True,False,False,True,1.0543822847239583,0.4599218961245052,45.99218961245052,0.5464507159069989,35.87710314498947,0.06193353474320241,6.193353474320241,0.3196308724832215,9.284116331096197,0.4375,13.554166666666669,0.40949135638297873,34.38792848699764,False,True,2024-08-28,2024-10-20,1,Qwen/Qwen2-VL-7B-Instruct (Merge)
1225,Qwen_Qwen2.5-0.5B_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2.5-0.5B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2.5-0.5B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2.5-0.5B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2.5-0.5B,2630d3d2321bc1f1878f702166d1b2af019a7310,6.310893394760252,apache-2.0,189,0.5,True,False,False,False,1.1653426288183506,0.16271714606133947,16.271714606133948,0.32748148151196615,6.953961634882263,0.024924471299093656,2.492447129909366,0.24664429530201343,0.0,0.3433333333333333,2.0833333333333326,0.19057513297872342,10.0639036643026,False,True,2024-09-15,2024-09-19,0,Qwen/Qwen2.5-0.5B
1226,Qwen_Qwen2.5-0.5B-Instruct_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2.5-0.5B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2.5-0.5B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2.5-0.5B-Instruct,a8b602d9dafd3a75d382e62757d83d89fca3be54,8.140647319276075,apache-2.0,208,0.5,True,False,False,True,0.6308244528197698,0.307122878407071,30.712287840707102,0.3340729214937266,8.434863610588833,0.0,0.0,0.2575503355704698,1.0067114093959737,0.33288541666666666,0.9440104166666662,0.16971409574468085,7.7460106382978715,False,True,2024-09-16,2024-09-19,1,Qwen/Qwen2.5-0.5B
1227,Qwen_Qwen2.5-0.5B-Instruct_float16,float16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen2.5-0.5B-Instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2.5-0.5B-Instruct-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,8.382971846691058,apache-2.0,208,0.494,True,False,False,True,0.6185759745833384,0.31529120511354314,31.529120511354318,0.3321916429549138,8.169502268182768,0.0,0.0,0.25922818791946306,1.230425055928408,0.3341875,1.3734374999999996,0.17195811170212766,7.99534574468085,False,True,2024-09-16,2024-10-16,1,Qwen/Qwen2.5-0.5B
