,Model,AILAStatutes,AfriSentiClassification,AlloProfClusteringS2S.v2,AlloprofReranking,AmazonCounterfactualClassification,ArXivHierarchicalClusteringP2P,ArXivHierarchicalClusteringS2S,ArguAna,ArmenianParaphrasePC,BUCC.v2,BelebeleRetrieval,BibleNLPBitextMining,BigPatentClustering.v2,BiorxivClusteringP2P.v2,BornholmBitextMining,BrazilianToxicTweetsClassification,BulgarianStoreReviewSentimentClassfication,CEDRClassification,CLSClusteringP2P.v2,CSFDSKMovieReviewSentimentClassification,CTKFactsNLI,CataloniaTweetClassification,Core17InstructionRetrieval,CovidRetrieval,CyrillicTurkicLangClassification,CzechProductReviewSentimentClassification,DBpediaClassification,DalajClassification,DiaBlaBitextMining,EstonianValenceClassification,FaroeseSTS,FilipinoShopeeReviewsClassification,FinParaSTS,FinancialPhrasebankClassification,FloresBitextMining,GermanSTSBenchmark,GreekLegalCodeClassification,GujaratiNewsClassification,HALClusteringS2S.v2,HagridRetrieval,IN22GenBitextMining,IndicCrosslingualSTS,IndicGenBenchFloresBitextMining,IndicLangClassification,IndonesianIdClickbaitClassification,IsiZuluNewsClassification,ItaCaseholdClassification,JSICK,KorHateSpeechMLClassification,KorSarcasmClassification,KurdishSentimentClassification,LEMBPasskeyRetrieval,LegalBenchCorporateLobbying,MIRACLRetrievalHardNegatives,MLQARetrieval,MacedonianTweetSentimentClassification,MalteseNewsClassification,MasakhaNEWSClassification,MasakhaNEWSClusteringS2S,MassiveIntentClassification,MedrxivClusteringP2P.v2,MultiEURLEXMultilabelClassification,MultiHateClassification,NTREXBitextMining,NepaliNewsClassification,News21InstructionRetrieval,NollySentiBitextMining,NordicLangClassification,NorwegianCourtsBitextMining,NusaParagraphEmotionClassification,NusaTranslationBitextMining,NusaX-senti,NusaXBitextMining,OdiaNewsClassification,OpusparcusPC,PAC,PawsXPairClassification,PlscClusteringP2P.v2,PoemSentimentClassification,PolEmo2.0-OUT,PpcPC,PunjabiNewsClassification,RTE3,Robust04InstructionRetrieval,RomaniBibleClustering,RuBQReranking,SCIDOCS,SIB200ClusteringS2S,SICK-R,SNLHierarchicalClusteringP2P,STS12,STS13,STS14,STS15,STS17,STS22.v2,STSB,STSBenchmark,STSES,ScalaClassification,SemRel24STS,SentimentAnalysisHindi,SinhalaNewsClassification,SiswatiNewsClassification,SlovakMovieReviewSentimentClassification,SpartQA,SprintDuplicateQuestions,StackExchangeClustering.v2,StackOverflowQA,StatcanDialogueDatasetRetrieval,SwahiliNewsClassification,SwednClusteringP2P,SwissJudgementClassification,T2Reranking,TERRa,TRECCOVID,Tatoeba,TempReasonL1,ToxicConversationsClassification,TswanaNewsClassification,TweetTopicSingleClassification,TwitterHjerneRetrieval,TwitterURLCorpus,VoyageMMarcoReranking,WebLINXCandidatesReranking,WikiCitiesClustering,WikiClusteringP2P.v2,WikipediaRerankingMultilingual,WikipediaRetrievalMultilingual,WinoGrande,XNLI,indonli
48,e5-base,17.721999999999998,39.57765833333333,35.4399,62.916799999999995,68.1531625,55.16,54.9871,51.410999999999994,87.8075,24.906225,29.298090425531914,2.055902053140101,25.060900000000004,37.4893,40.086,17.9492,36.7582,33.320899999999995,15.9282,22.2705,72.72460000000001,46.533049999999996,-2.4069,1.6400000000000001,51.928700000000006,45.4102,89.3066,49.7072,22.9953,30.134499999999996,67.9557,28.7671,12.81795,79.10340000000001,18.004886979619506,69.53145,2.23385,43.027300000000004,22.084200000000003,98.471,5.469351778656125,1.5895166666666671,5.47746724137931,43.0827,57.989900000000006,24.5346,63.619899999999994,58.2531,4.987699999999999,54.555699999999995,59.2954,35.0,89.47500000000001,14.075499999999996,20.3335612244898,32.2212,21.4628,61.47369375,38.17725625,28.848203921568615,34.6347,2.970521739130435,55.22090909090909,24.86850193110651,42.5146,-2.1683999999999997,31.002125000000003,59.34,93.2749,29.732159999999997,71.79084545454546,58.172916666666666,36.08171818181818,59.594899999999996,88.37104999999998,62.6383,53.13701428571428,67.7412,52.922599999999996,22.0445,66.8106,54.9045,85.88544999999999,-5.8851,38.1781,21.8047,18.990000000000002,9.41704923857868,79.66419880841734,51.2643,74.2189990321174,83.31401180333397,78.52252410630707,88.34876527774259,87.23010990417097,51.00597222222222,37.654849999999996,86.18102563389962,76.0396,49.907250000000005,38.675008333333324,37.9638,37.8076,46.125,55.771499999999996,3.173,94.87673936635738,54.2585,81.659,10.786500000000002,49.751,25.914949999999997,53.23213333333333,57.43470000000001,46.4249,79.63799999999999,8.107195535714283,1.532,74.117,25.2977,68.55290000000001,16.781,85.97819287477351,25.110599999999998,8.581266666666666,80.2858,24.268421428571425,73.07373125000001,56.395875000000004,51.983000000000004,59.756875,48.2172
49,gte-base,22.275,36.340516666666666,37.5952,66.5411,65.7710375,59.3139,58.284000000000006,57.12199999999999,86.39189999999999,19.91825,29.971271276595772,1.7493384057971046,29.6037,40.617399999999996,32.1639,18.5059,38.5165,33.8789,21.9676,21.3916,70.81575,47.331625,-2.6231,19.123,65.4883,43.9502,82.9199,50.0676,14.3042,30.0856,63.09010000000001,29.0454,12.6613,81.8993,13.656865483434736,69.07910000000001,3.1151999999999997,40.8574,24.576600000000003,98.63199999999999,3.5216499999999984,5.675716666666666,3.6087551724137934,37.188500000000005,55.71469999999999,23.125,69.72850000000001,64.38669999999999,3.6082,52.54879999999999,57.2572,31.000000000000007,91.814,14.44311111111111,21.160714285714295,36.0053,22.337799999999998,61.679368749999995,39.41144375000001,27.775011764705894,36.4043,2.3942608695652177,54.448181818181816,19.76682651356998,39.6631,0.41359999999999997,28.886100000000003,53.56999999999999,92.617,28.586750000000006,63.6556909090909,56.74583333333333,28.72694545454545,49.479,87.234075,62.589099999999995,52.97201428571429,67.5219,49.228,25.202400000000004,66.3057,60.955400000000004,85.4939,-5.1403,38.717600000000004,40.2726,23.132,9.477464467005078,78.85870555294795,52.6658,75.71298531799367,85.72991921531624,81.50806522502528,88.81032027008195,87.89861394614361,51.446349999999995,45.9048,85.73266847750143,72.3831,50.07567500000001,40.49649166666667,34.3758,35.2832,42.0,56.157199999999996,2.879,95.72927039014849,59.126,80.54599999999999,11.523,49.6387,28.625449999999997,52.372099999999996,61.2007,46.9215,68.783,6.375985714285716,1.22,71.6128,27.3511,71.9728,7.866,85.54712254033734,31.3557,8.472533333333333,87.2155,24.802957142857146,73.78224375,55.542125,8.359,59.63745714285713,47.9945
50,text2vec-base-multilingual,15.387,40.35545,29.3119,55.6827,69.1162,49.3802,50.7806,31.355,94.0509,95.64282499999999,26.366332446808517,4.0500929347826125,31.1606,31.377100000000002,17.4283,20.5762,44.2857,36.3656,32.8714,25.5322,76.2688,45.0234,-2.7464,15.001999999999999,33.1494,48.8086,71.43549999999999,50.0563,77.8099,36.2592,63.7119,26.02295,22.29405,70.8746,16.753049403554492,84.2214,18.776899999999998,69.4992,17.1763,80.219,7.123898221343876,19.44315,31.557475862068955,32.0797,54.679199999999994,21.7287,50.905,78.8452,5.7339,53.75,75.5712,13.25,81.55799999999999,16.081833333333336,30.822255102040824,56.12819999999999,5.6377999999999995,51.5964375,32.64083749999999,51.54095000000001,33.3962,2.7967826086956515,56.8790909090909,43.26069671189995,75.3857,-2.0953,21.319875000000003,38.1267,79.9708,30.414640000000006,33.242518181818184,55.35416666666667,31.721636363636364,68.6926,93.55878333333334,66.11059999999999,61.298600000000015,70.1101,45.0751,20.5061,90.9729,76.9427,87.66322500000001,-7.064900000000001,34.929,47.6914,9.802,11.80335177664975,79.97373018384307,52.2408,80.91314664846955,82.86479010707745,87.36399473803172,88.31438033558268,79.84178599073626,58.48337222222221,80.00655,86.44881302053585,68.87140000000001,50.103750000000005,47.552325,52.1755,49.79,61.12499999999999,60.458999999999996,8.546,85.47332647001774,41.021800000000006,32.472,4.122,50.7031,17.289199999999997,52.58583333333333,65.0723,54.5583,32.101,53.66321785714284,1.476,65.96839999999999,16.9199,51.8901,18.691,83.45540469219863,38.902,5.908416666666666,60.4727,21.537871428571425,64.74180625,36.9175625,31.608999999999998,74.05241428571429,54.4114
51,sentence_croissant_alpha_v0.3,22.549,41.66130833333333,39.5514,68.30621526032894,64.58160000000001,55.098400000000005,51.5448,44.385000000000005,84.6273,74.808325,34.71818617021279,2.529995954106286,28.1005,35.328700000000005,19.9051,14.2871,41.8132,33.6132,28.1994,22.0215,71.18945,48.909075,2.7576,29.787999999999997,57.182599999999994,42.666,87.0557,50.1351,78.0562,28.3007,57.299299999999995,26.52835,2.26365,71.0424,11.866226798995447,74.3432,16.01075,44.6965,26.667800000000003,98.68299999999999,3.209528656126482,0.5550250000000007,2.6021155172413803,46.0076,56.165,24.4149,61.9457,65.09819999999999,3.0682,52.026399999999995,61.424299999999995,27.500000000000004,89.96300000000001,17.084944444444446,28.69707142857143,42.6514,23.783199999999997,75.1658767772512,34.80981875,38.71588529411764,32.435399999999994,3.5009565217391314,56.50181818181817,20.38004206680588,62.329100000000004,-1.9703,25.881500000000003,58.473299999999995,86.2573,30.253829999999997,50.02314545454546,56.15625000000001,21.535763636363637,51.592000000000006,89.30537500000001,62.4124,57.90353571428572,68.2655,42.4876,26.1741,73.6183,63.6306,87.278875,-4.3601,32.2263,60.197199999999995,15.312999999999999,12.330240609137046,68.8972,57.25209999999999,68.34989999999999,82.60889999999999,75.9534,82.8973,59.32438181818181,62.483161111111116,51.18495000000001,82.19030000000001,78.6794,50.0769,42.7803,41.7975,35.5518,70.75,56.123,8.497,90.6748,49.2321,75.374,12.156499999999998,56.079100000000004,29.073950000000004,53.62836666666667,64.0159,53.7633,60.587,17.38800267857143,1.849,63.7988,25.831599999999998,67.0053,7.462000000000001,83.8207,35.0738,7.9047833333333335,73.0891,25.8457,73.22870625,60.561437500000004,35.619,59.83018571428572,50.68939999999999
52,sentence_croissant_alpha_v0.2,20.114,39.86799166666666,39.428200000000004,67.23549444979429,62.77159999999999,59.5187,54.8091,48.372,84.7427,75.407725,32.862194148936155,2.851348973429948,32.1243,37.5165,24.6943,13.305700000000002,41.153800000000004,33.772600000000004,30.954900000000002,21.9434,71.48055,49.116025,5.0609,24.557000000000002,59.467800000000004,43.2666,86.9141,49.5383,75.477,28.7042,57.895700000000005,27.04835,-2.8233,69.7615,11.33923559837716,71.06555,15.664050000000001,43.027300000000004,27.022800000000004,98.512,3.7966691699604747,2.5421166666666672,2.824600862068966,45.788000000000004,55.8357,24.1755,69.90950000000001,65.5961,3.1419,52.929700000000004,60.3221,37.25000000000001,88.93299999999999,14.463944444444444,26.91478571428572,42.625099999999996,22.8951,73.17535545023696,37.15418124999999,37.85511764705884,33.819300000000005,3.475739130434783,56.59545454545454,20.704420615866393,64.06739999999999,0.6465000000000001,24.98975,58.7967,89.3275,30.714619999999996,46.851445454545456,55.993750000000006,22.545518181818178,51.7682,88.97380833333331,61.6392,59.40555,68.548,44.8782,32.712599999999995,70.5414,62.99360000000001,86.63965,-6.7609,32.468399999999995,58.3846,14.885000000000002,11.778253299492386,64.878,57.282999999999994,65.54759999999999,78.9081,71.5049,79.9044,58.70720909090908,59.90980555555555,46.9626,77.14760000000001,78.3415,50.192874999999994,43.53605833333334,40.3897,36.132799999999996,72.875,57.709999999999994,6.645,87.74499999999999,49.9431,77.077,9.032250000000001,56.4795,28.967299999999994,53.1038,62.8806,52.9397,55.811,18.04393214285714,0.7969999999999999,63.242200000000004,25.2361,68.4879,7.273000000000001,82.7212,34.300000000000004,8.60115,67.62650000000001,25.261857142857142,74.18966250000001,61.071437499999995,32.151,59.131674999999994,50.41179999999999
53,sentence_croissant_alpha_v0.4,22.533,40.95166666666667,40.9753,68.79422871247168,62.8310375,58.5928,54.4624,52.089,83.9914,74.555825,34.4078829787234,2.757259722222221,31.8477,37.394800000000004,16.538,13.7061,40.714299999999994,33.9957,28.145300000000002,21.909200000000002,72.5604,49.062549999999995,5.8187999999999995,24.07,52.9053,42.6221,87.3193,49.8986,73.98179999999999,29.401,52.837199999999996,26.72605,-0.40825,72.5133,11.792108565150288,71.85085,17.21435,43.770900000000005,27.1876,98.322,3.2194679841897242,-0.8201333333333333,2.6932181034482756,43.278299999999994,54.467299999999994,23.483999999999998,65.70139999999999,64.039,2.8472999999999997,52.1143,59.2803,30.750000000000004,89.154,16.768833333333333,29.398153061224484,44.135200000000005,26.046999999999997,74.28909952606635,34.59284375,37.63651862745097,33.7423,3.7069565217391305,57.07,20.917998068893482,62.81250000000001,-2.6842,23.75005,56.65,81.7251,29.617780000000003,44.733609090909084,55.31875000000001,20.09819090909091,50.0679,88.847275,61.2945,58.96729285714286,67.7372,43.53895,29.8178,71.55709999999999,62.229299999999995,87.3424,-3.3777,33.1498,59.305600000000005,15.231,11.7470081218274,67.63090000000001,58.3545,65.681,81.26050000000001,74.0395,80.7361,56.89982727272728,64.40666666666665,46.67085,79.7631,78.4478,50.12205000000001,40.8942,39.6275,34.9805,73.125,56.9873,6.311,89.3511,50.2529,77.473,16.21625,55.4639,27.7772,53.16993333333334,63.281600000000005,52.2643,60.495,16.665503571428573,1.8689999999999998,59.1699,25.811099999999996,68.5706,8.459999999999999,83.73230000000001,34.9497,8.406366666666667,72.97540000000001,25.723214285714285,73.48941875,60.179125,46.556999999999995,59.159053571428565,50.1934
54,mmlw-e5-small,22.103,38.63029166666667,32.9093,47.9209,63.641999999999996,59.169000000000004,54.112899999999996,58.723000000000006,88.6537,12.886224999999998,22.86586702127659,0.9494416062801941,39.8505,40.8031,22.0549,20.4395,34.3407,34.2667,20.8497,22.4561,71.3083,44.592124999999996,-2.8666,0.098,56.2354,43.1152,88.2568,50.3041,7.725,30.0,55.6211,28.439950000000003,10.38475,78.2067,13.17236159325787,56.1238,2.61715,56.2898,21.7193,98.292,11.669475691699624,3.2605583333333334,6.105221551724139,53.2162,58.5158,24.0426,81.58370000000001,46.1134,4.7423,52.7979,58.64620000000001,26.5,89.887,3.8911111111111105,15.670071428571427,36.8481,20.7444,66.29772500000001,42.543012499999996,32.96565,36.8133,2.7473043478260872,55.95363636363636,20.183522546972828,69.6387,-0.413,26.035074999999996,51.9767,81.32310000000001,28.31705,47.93678181818182,57.762499999999996,18.387454545454542,61.012,85.86113333333333,63.11323486823051,50.65450714285714,71.91929999999999,49.71475,40.32388663967612,91.67699999999999,68.8535,87.667175,-9.9063,36.9122,17.4419,6.36,9.399734010152283,78.5342,52.464999999999996,77.0012,82.0848,80.33409999999999,85.9778,40.49874545454545,51.83228333333333,28.834000000000003,84.3509,71.9007,50.1416,34.508125,38.4173,42.8564,74.125,54.9609,8.703,95.3685,54.517700000000005,65.637,17.7095,55.4492,27.381,54.8639,52.5557,48.3142,38.702,7.093005357142855,0.8880000000000001,63.48629999999999,26.0164,72.09689999999999,8.015,83.99940000000001,17.2232,12.017516666666667,81.167,24.971650000000004,62.12893125000001,32.422062499999996,42.409,57.79566428571429,49.5157
55,gte-small,24.066000000000003,37.23225000000001,32.6709,65.4768,65.3082625,58.3687,57.3318,55.440999999999995,87.5452,15.745925,27.277037234042556,1.479947826086957,29.7958,41.3885,31.1157,18.5596,33.6813,34.644000000000005,20.3008,21.875,70.6136,46.342225000000006,0.8243,23.535,64.9854,44.6436,82.6172,49.8874,10.143,28.7775,63.9784,28.06885,14.35235,81.8595,12.4138979957501,68.23140000000001,2.9956000000000005,42.2762,22.0395,98.694,3.056419169960474,1.882025,3.2783620689655164,36.7999,55.4464,23.75,66.8326,65.81280000000001,3.6672000000000002,53.613299999999995,57.906400000000005,35.25000000000001,92.007,14.92511111111111,19.40161224489795,33.5996,21.9417,63.244350000000004,37.91106875,27.34516666666667,37.2048,2.515826086956521,54.39909090909091,18.321058872651346,43.247099999999996,0.392,29.495549999999998,52.8833,91.155,27.73929,63.32396363636364,54.55,26.310745454545458,60.857099999999996,87.4589666666667,61.0657,52.67115000000001,67.2617,49.853,22.3684,68.691,62.1656,85.88685,-5.9255,38.3283,35.2335,21.382,8.231990862944162,77.92985224770254,50.7954,75.1221970851712,85.08683458043946,81.03453291428589,88.31966852492485,87.59086606735383,52.697688888888884,47.27439999999999,85.57014313159492,72.35629999999999,50.09155,37.037483333333334,32.0169,36.5186,47.875,54.7852,2.9690000000000003,95.5743678558349,57.681400000000004,78.119,6.31125,49.2432,27.650050000000004,53.42313333333334,62.0753,45.189299999999996,66.52900000000001,5.370124107142858,1.518,70.3302,28.9117,71.4944,13.353000000000002,85.08006075642194,31.673299999999998,7.541066666666667,83.774,24.488192857142856,72.59290625000001,53.646562499999995,13.309000000000001,59.38959642857142,47.7793
56,e5-small,20.782999999999998,38.592083333333335,30.465799999999998,59.863299999999995,66.15132499999999,54.796,54.653,46.693,88.2041,24.795775,26.046539893617027,1.672435144927537,28.822300000000002,38.16344531951946,40.2706,19.0381,30.7692,31.089299999999998,12.864900000000002,22.050800000000002,73.23774999999999,45.685525,-0.5372,1.5070000000000001,37.2559,44.4922,89.1846,49.8311,23.096700000000002,29.327599999999997,67.10350000000001,28.759800000000002,15.7889,80.1413,15.11652968946209,68.98440000000001,1.7773499999999998,41.403600000000004,20.7176,98.545,5.000979446640319,3.211099999999999,5.054542241379312,41.4988,56.8099,24.375,50.407199999999996,52.817,4.9239,54.5312,58.3744,37.75000000000001,90.205,13.996111111111112,18.616346938775504,29.8859,18.3631,58.863825000000006,37.36984375,26.294702941176467,34.45973726395133,2.683391304347826,54.69636363636363,22.067282985386218,43.6572,0.8654000000000001,30.349999999999998,53.5,93.1579,28.633839999999992,68.14484545454546,57.49999999999999,28.48124545454545,61.782199999999996,87.81661666666666,64.07469999999999,52.753142857142855,66.116,52.29395,26.801599999999997,78.5408,57.2611,86.22007500000001,-4.6914,38.4476,17.6312,16.419,7.853925888324875,78.9003023008781,47.7267,75.1883451602451,81.79962989974364,78.48371403924872,87.49276894673142,87.94243515296604,50.86858888888889,32.500750000000004,86.36336704300167,77.6992,49.98780000000001,36.837891666666664,37.1438,36.1377,46.25,55.800799999999995,4.315,95.32449994414968,48.324681373993286,71.501,7.654249999999998,48.876999999999995,17.99015,51.981966666666665,58.806599999999996,46.9144,76.777,7.738462500000002,1.704,72.76460000000002,30.1232,66.6332,19.154,85.78879502899773,21.712400000000002,7.3924,66.9485,22.860007142857146,70.41503125,54.1130625,46.726,59.909825000000005,47.8641
57,mmlw-roberta-base,18.814,39.24498333333333,32.238699999999994,50.4514,65.3863,60.6571,53.796,59.992999999999995,82.9569,13.006325000000002,23.26503989361704,1.464384963768115,35.4691,41.875299999999996,31.715500000000002,16.743199999999998,31.703300000000002,33.9904,10.1686,22.251,73.76875000000001,45.625175,-1.8321,0.13699999999999998,15.551799999999998,43.7061,86.2451,50.1014,5.029,29.0831,66.5164,28.464350000000003,6.7164,79.9956,12.707233888727822,65.01065,2.42675,45.758700000000005,21.1766,98.687,7.143563241106716,7.787466666666666,5.365772413793103,15.1095,56.5501,24.2287,84.2081,1.9684,2.052,52.607400000000005,58.369400000000006,25.750000000000007,90.864,5.236722222222222,14.366255102040821,28.8762,19.5516,61.59915625000001,41.8126125,27.421659803921568,37.5717,2.8066086956521743,55.90090909090909,18.21532426931108,40.752,-0.316,28.317200000000003,49.62,90.1316,29.37656,62.165136363636364,58.02291666666667,21.776518181818183,57.8371,85.85046666666666,65.87315377932232,49.85868571428572,72.1831,54.1131,46.59919028340081,92.9657,68.9172,87.42927499999999,-8.1814,37.1307,15.8692,5.702,8.061952284263961,80.6494,51.7264,77.8013,84.2942,82.6476,88.17,35.630545454545455,48.12725000000001,2.73505,86.4214,67.3884,50.113525,25.189224999999997,33.5972,38.4717,71.625,56.2207,6.707000000000001,96.1705,54.2221,70.095,17.880000000000003,51.7383,24.77515,51.99079999999999,54.9738,45.2103,41.243,7.1209428571428575,1.39,65.4199,26.961000000000002,72.2209,22.752,85.6037,14.558599999999998,8.316199999999998,87.0219,24.505921428571426,62.459175,36.24337500000001,7.959,57.38126785714286,48.4787
58,snowflake-arctic-embed-l,27.365000000000002,39.500716666666676,37.7951,70.0967,58.34545000000001,56.3437,58.2928,59.086000000000006,86.661,18.114624999999997,31.20866223404255,0.9315651570048313,22.345100000000002,38.8528,26.2686,23.2031,33.955999999999996,31.0733,18.8057,21.8359,71.2475,46.7506,2.1006,1.8800000000000001,54.018600000000006,43.1592,86.6113,50.3041,13.1656,29.486600000000003,59.064499999999995,26.779799999999998,18.348550000000003,69.0239,11.178552231237246,53.830650000000006,3.3911,44.742,25.8149,98.795,3.198884387351781,10.954291666666666,1.776551724137931,44.2633,55.9555,25.0399,66.2443,59.806000000000004,4.1679,52.5146,60.0302,38.50000000000001,93.43599999999999,18.586277777777777,24.28002040816327,28.9816,18.9813,61.11703125000001,38.63116874999999,27.39723529411763,34.4783,2.695391304347826,55.27909090909091,17.786839770354852,54.3604,0.1653,21.115325,55.25,86.1111,26.837419999999995,64.83054545454546,56.777083333333344,24.681136363636362,60.53190000000001,84.862875,63.9328,53.075657142857146,64.27629999999999,43.68315,27.1862,73.3093,64.4586,86.0692,-6.7457,35.8809,32.9512,21.361,7.89008477157361,69.32425977603488,51.550200000000004,67.85470749045027,77.48991626780108,69.77157648098141,80.16458787843023,82.28085055047386,43.44371666666667,29.897000000000002,75.67875747588545,60.4409,50.01219999999999,31.926433333333332,37.546800000000005,36.9922,44.875,56.855500000000006,0.65,95.22680188132777,56.686899999999994,89.673,21.021,49.2969,19.68925,52.9646,56.4014,47.7863,80.716,4.1422848214285715,1.73,64.7092,25.9138,68.96039999999999,7.392,84.84152743322608,27.969,8.00015,85.5314389263015,23.510085714285715,70.21168125,54.82225,43.3,55.76461785714286,48.4923
59,snowflake-arctic-embed-m-long,21.624,39.396799999999985,35.9116,58.235099999999996,58.444787500000004,57.266799999999996,55.4602,60.364,87.5138,15.08535,30.272880319148932,0.8844482487922717,29.498799999999996,37.2768,30.488100000000003,19.6387,31.8681,31.960699999999996,17.7757,21.25,73.46629999999999,47.711000000000006,0.6299,0.4,58.79879999999999,43.6084,89.668,50.0788,8.969299999999999,30.0367,59.8146,26.8164,9.2913,69.20490000000001,12.361457224958992,57.06675,1.4404,48.1259,23.526,98.847,3.798735573122532,10.010741666666668,2.2610672413793105,46.252900000000004,53.75020000000001,24.9468,41.629,60.1388,5.1301,51.5479,60.5234,36.00000000000001,93.313,12.649055555555556,22.723500000000005,32.3003,22.7688,77.57383966244727,24.414348715238184,27.962846078431376,34.8386,2.1264347826086953,55.18545454545455,18.6614143006263,55.1709,-0.3927,24.0211,48.13,85.89179999999999,25.64091,62.33441818181819,56.295833333333334,28.069272727272732,59.868,86.05435,63.3131,52.37563571428571,64.0907,45.31185,29.9798,71.34230000000001,66.7516,85.76435000000001,-5.9046,34.3107,30.620199999999997,20.47,7.912711167512689,70.91162732446628,51.9927,66.10824660353681,79.82293444619499,73.63809739428072,83.23485786963107,80.59196586367551,37.56122222222223,37.60015,77.89671867168987,68.1952,50.1062,38.0687,40.212599999999995,38.4814,41.375,55.91310000000001,2.574,94.67482871230737,57.1214,89.846,10.3455,45.488299999999995,22.719050000000003,52.836466666666674,55.1705,46.342299999999994,81.69800000000001,3.1133687499999985,1.5699999999999998,66.739,23.7782,70.5966,11.559,85.20971719214488,25.551800000000004,11.033116666666668,85.63474850264893,23.223,69.32105625,48.36962499999999,64.711,56.72707499999999,48.8977
60,Ivysaur,27.878999999999998,37.114333333333335,28.917900000000003,59.022600000000004,66.3299875,57.322799999999994,53.542199999999994,55.783,87.8657,13.457425,22.698018617021276,1.1730484903381648,29.9989,41.4341,34.4061,20.3418,32.6374,32.9224,17.7264,21.166999999999998,71.3715,44.0623,-0.9641000000000001,15.753,63.46190000000001,43.295899999999996,90.0342,50.6306,8.822199999999999,28.7042,69.9027,27.326700000000002,10.21665,76.2102,10.209693994494316,68.1034,3.3252000000000006,41.5933,15.7886,98.74000000000001,4.56032529644268,0.250666666666667,3.332069827586205,42.7457,54.121300000000005,25.4521,82.48870000000001,67.5797,2.8081,54.3604,56.2808,38.25000000000001,90.486,11.790555555555555,16.408193877551014,36.3126,19.5951,60.204881249999985,36.857918749999996,34.52362647058824,36.6592,2.466869565217391,54.86363636363636,16.07723298538622,45.0586,-0.9284000000000001,29.859049999999996,52.26,90.3509,28.376909999999995,58.50709090909092,53.26875,21.657563636363637,58.323899999999995,87.65358333333332,60.5908,52.12865,63.342,50.2834,29.392699999999998,70.3634,63.375800000000005,85.7082,-4.7622,37.7818,32.507000000000005,18.636,5.606393908629438,75.63155962642634,47.2495,68.58158236004101,80.54473705232682,77.628680514703,86.15687211744392,88.5704237984555,52.105038888888885,46.29725,84.24952159575491,67.71249999999999,50.065900000000006,37.57251666666666,35.0818,38.3936,76.625,53.710899999999995,1.48,95.11999931294784,51.239599999999996,72.512,12.814,48.7451,20.0671,53.43483333333333,60.909,44.1301,60.324,4.64377232142857,0.88,65.458984375,26.1191,66.9817,11.278,85.08920672765427,30.316599999999998,8.615283333333332,81.04010000000001,23.708299999999998,73.0623375,49.5950625,14.334,58.8900857142857,48.490100000000005
61,LaBSE-ru-turbo,15.897,36.055366666666664,20.444399999999998,41.603,64.059425,53.0679,49.3219,46.568,84.7292,97.34441750375247,88.48766666666667,98.95833333333333,37.6642,33.0822,37.5933,17.9004,47.5824,45.10626992561105,9.8188,21.7773,71.09115,44.88697499999999,0.2908,0.064,52.66601562499999,44.3945,87.6514,49.6959,42.4413,31.6381,56.804100000000005,29.057650000000002,7.08945,80.8127,32.99527226789359,66.99935,2.15085,42.3748,15.3501,98.593,9.881351581027674,-4.595366666666666,10.454261206896554,14.163999999999998,57.3283,21.4096,52.352900000000005,40.7847,4.4526,52.963899999999995,60.780100000000004,22.250000000000004,86.413,13.26477777777778,19.209744897959183,47.7524,19.5037,59.06924375,34.409212499999995,22.427845098039214,33.3698,2.558434782608696,56.69454545454544,48.229247620975656,52.343799999999995,-0.4653,35.971000000000004,46.5167,90.3801,25.888809999999996,75.04174545454543,58.116666666666674,24.15201818181818,61.345099999999995,90.00046666666664,69.4063,51.77753571428572,65.5534,52.0096,27.0243,71.66080000000001,59.4904,85.61099999999999,-10.397499999999999,41.1021,68.65102847141421,11.703,37.163057033699246,75.5673,49.0559,72.4468,78.9802,76.6976,85.6228,30.664281818181816,52.91715555555556,10.776850000000001,81.8233,73.2144,50.1355,27.161341666666665,35.843799999999995,36.318400000000004,46.75,54.6826,3.895,94.39269999999999,45.373999999999995,53.064,9.840499999999999,46.6602,16.934949999999997,54.8094,52.42059999999999,57.813435261661716,30.522,93.21666666666665,1.06,64.2773,22.8953,67.3066,3.5520000000000005,84.1816,15.735899999999999,9.940966666666668,65.8583,22.819971428571424,68.53684374999999,50.03093750000001,17.919999999999998,77.72936632284869,47.8176
