Model Name,URL,fullname,Parameters,arc:challenge|25,hellaswag|10,MMLU_average,MMLU_abstract_algebra,MMLU_anatomy,MMLU_astronomy,MMLU_business_ethics,MMLU_clinical_knowledge,MMLU_college_biology,MMLU_college_chemistry,MMLU_college_computer_science,MMLU_college_mathematics,MMLU_college_medicine,MMLU_college_physics,MMLU_computer_security,MMLU_conceptual_physics,MMLU_econometrics,MMLU_electrical_engineering,MMLU_elementary_mathematics,MMLU_formal_logic,MMLU_global_facts,MMLU_high_school_biology,MMLU_high_school_chemistry,MMLU_high_school_computer_science,MMLU_high_school_european_history,MMLU_high_school_geography,MMLU_high_school_government_and_politics,MMLU_high_school_macroeconomics,MMLU_high_school_mathematics,MMLU_high_school_microeconomics,MMLU_high_school_physics,MMLU_high_school_psychology,MMLU_high_school_statistics,MMLU_high_school_us_history,MMLU_high_school_world_history,MMLU_human_aging,MMLU_human_sexuality,MMLU_international_law,MMLU_jurisprudence,MMLU_logical_fallacies,MMLU_machine_learning,MMLU_management,MMLU_marketing,MMLU_medical_genetics,MMLU_miscellaneous,MMLU_moral_disputes,MMLU_moral_scenarios,MMLU_nutrition,MMLU_philosophy,MMLU_prehistory,MMLU_professional_accounting,MMLU_professional_law,MMLU_professional_medicine,MMLU_professional_psychology,MMLU_public_relations,MMLU_security_studies,MMLU_sociology,MMLU_us_foreign_policy,MMLU_virology,MMLU_world_religions
StrangeMerges_20-7B-slerp,https://huggingface.co/Gille/StrangeMerges_20-7B-slerp,Gille/StrangeMerges_20-7B-slerp,7,0.709897611,0.714997013,0.650617066,0.34,0.674074074,0.703947368,0.65,0.713207547,0.791666667,0.49,0.51,0.31,0.664739884,0.421568627,0.75,0.582978723,0.473684211,0.551724138,0.407407407,0.484126984,0.33,0.796774194,0.507389163,0.71,0.76969697,0.803030303,0.901554404,0.676923077,0.344444444,0.676470588,0.370860927,0.847706422,0.509259259,0.838235294,0.801687764,0.686098655,0.801526718,0.785123967,0.768518519,0.766871166,0.455357143,0.757281553,0.888888889,0.71,0.823754789,0.739884393,0.434636872,0.725490196,0.720257235,0.75617284,0.492907801,0.473924381,0.683823529,0.674836601,0.663636364,0.742857143,0.845771144,0.87,0.572289157,0.842105263
StrangeMerges_45-7B-dare_ties,https://huggingface.co/Gille/StrangeMerges_45-7B-dare_ties,Gille/StrangeMerges_45-7B-dare_ties,7,0.672354949,0.690699064,0.650606889,0.31,0.666666667,0.710526316,0.62,0.709433962,0.777777778,0.46,0.57,0.32,0.682080925,0.460784314,0.76,0.582978723,0.464912281,0.551724138,0.417989418,0.452380952,0.35,0.780645161,0.497536946,0.71,0.781818182,0.797979798,0.906735751,0.661538462,0.325925926,0.693277311,0.370860927,0.860550459,0.513888889,0.852941176,0.82278481,0.686098655,0.786259542,0.776859504,0.787037037,0.766871166,0.446428571,0.757281553,0.88034188,0.7,0.830140485,0.742774566,0.424581006,0.718954248,0.723472669,0.75617284,0.503546099,0.475880052,0.676470588,0.678104575,0.7,0.730612245,0.84079602,0.85,0.554216867,0.847953216
Newton-OpenHermes-2.5-neural-chat-v3-3-Slerp,https://huggingface.co/Weyaxi/Newton-OpenHermes-2.5-neural-chat-v3-3-Slerp,Weyaxi/Newton-OpenHermes-2.5-neural-chat-v3-3-Slerp,,0.646757679,0.655646286,0.650600386,0.35,0.62962963,0.690789474,0.66,0.698113208,0.770833333,0.49,0.55,0.32,0.676300578,0.450980392,0.76,0.565957447,0.49122807,0.6,0.431216931,0.444444444,0.33,0.774193548,0.497536946,0.7,0.763636364,0.797979798,0.901554404,0.648717949,0.351851852,0.680672269,0.331125828,0.851376147,0.527777778,0.833333333,0.805907173,0.704035874,0.816793893,0.776859504,0.777777778,0.760736196,0.455357143,0.786407767,0.893162393,0.76,0.835249042,0.742774566,0.420111732,0.748366013,0.713826367,0.75308642,0.457446809,0.479139505,0.705882353,0.66503268,0.645454545,0.742857143,0.855721393,0.87,0.530120482,0.812865497
Starling-LM-7B-beta-LaserRMT-v1,https://huggingface.co/ManniX-ITA/Starling-LM-7B-beta-LaserRMT-v1,ManniX-ITA/Starling-LM-7B-beta-LaserRMT-v1,7,0.629692833,0.632244573,0.650595995,0.33,0.644444444,0.703947368,0.66,0.705660377,0.784722222,0.48,0.57,0.39,0.676300578,0.323529412,0.73,0.578723404,0.48245614,0.593103448,0.417989418,0.507936508,0.3,0.783870968,0.492610837,0.71,0.806060606,0.772727273,0.886010363,0.666666667,0.359259259,0.680672269,0.344370861,0.844036697,0.513888889,0.833333333,0.797468354,0.69955157,0.786259542,0.809917355,0.768518519,0.797546012,0.473214286,0.844660194,0.893162393,0.77,0.832694764,0.739884393,0.245810056,0.751633987,0.707395498,0.759259259,0.5,0.48696219,0.735294118,0.676470588,0.663636364,0.742857143,0.84079602,0.84,0.524096386,0.824561404
Konstanta-7B,https://huggingface.co/Inv/Konstanta-7B,Inv/Konstanta-7B,7,0.679180887,0.704142601,0.650577573,0.33,0.62962963,0.690789474,0.62,0.709433962,0.784722222,0.47,0.52,0.34,0.676300578,0.401960784,0.78,0.578723404,0.5,0.565517241,0.41005291,0.468253968,0.33,0.790322581,0.492610837,0.67,0.763636364,0.803030303,0.906735751,0.661538462,0.322222222,0.672268908,0.390728477,0.853211009,0.532407407,0.848039216,0.82278481,0.69058296,0.801526718,0.768595041,0.796296296,0.791411043,0.464285714,0.786407767,0.876068376,0.71,0.836526181,0.748554913,0.41452514,0.738562092,0.704180064,0.762345679,0.507092199,0.469361147,0.698529412,0.681372549,0.690909091,0.73877551,0.845771144,0.83,0.554216867,0.842105263
WestSeverus-10.7B,https://huggingface.co/FelixChao/WestSeverus-10.7B,FelixChao/WestSeverus-10.7B,10.7,0.688566553,0.684425413,0.650577005,0.35,0.651851852,0.710526316,0.62,0.698113208,0.777777778,0.5,0.57,0.33,0.658959538,0.450980392,0.76,0.6,0.447368421,0.586206897,0.433862434,0.492063492,0.35,0.780645161,0.492610837,0.71,0.76969697,0.767676768,0.880829016,0.674358974,0.362962963,0.680672269,0.357615894,0.847706422,0.490740741,0.828431373,0.801687764,0.677130045,0.778625954,0.785123967,0.777777778,0.742331288,0.508928571,0.786407767,0.88034188,0.76,0.819923372,0.716763006,0.406703911,0.732026144,0.729903537,0.74382716,0.468085106,0.457627119,0.698529412,0.678104575,0.7,0.718367347,0.830845771,0.85,0.554216867,0.847953216
kuno-royale-v3-7b,https://huggingface.co/core-3/kuno-royale-v3-7b,core-3/kuno-royale-v3-7b,7,0.697098976,0.711113324,0.650574666,0.35,0.644444444,0.723684211,0.62,0.705660377,0.770833333,0.48,0.55,0.32,0.647398844,0.411764706,0.76,0.595744681,0.50877193,0.55862069,0.407407407,0.484126984,0.35,0.783870968,0.502463054,0.69,0.751515152,0.782828283,0.89119171,0.679487179,0.351851852,0.693277311,0.390728477,0.84587156,0.537037037,0.848039216,0.82278481,0.668161435,0.79389313,0.776859504,0.796296296,0.779141104,0.4375,0.776699029,0.867521368,0.72,0.830140485,0.719653179,0.445810056,0.718954248,0.707395498,0.75,0.492907801,0.477835724,0.694852941,0.676470588,0.663636364,0.742857143,0.84079602,0.85,0.542168675,0.85380117
Blur-4x7b-MOE-v0.1,https://huggingface.co/222gate/Blur-4x7b-MOE-v0.1,222gate/Blur-4x7b-MOE-v0.1,7,0.701365188,0.71599283,0.650525617,0.32,0.62962963,0.703947368,0.65,0.720754717,0.763888889,0.48,0.52,0.32,0.670520231,0.401960784,0.78,0.587234043,0.473684211,0.565517241,0.425925926,0.452380952,0.39,0.780645161,0.522167488,0.71,0.781818182,0.787878788,0.917098446,0.666666667,0.340740741,0.659663866,0.370860927,0.840366972,0.537037037,0.852941176,0.793248945,0.695067265,0.801526718,0.785123967,0.787037037,0.773006135,0.4375,0.757281553,0.88034188,0.71,0.833971903,0.748554913,0.430167598,0.725490196,0.713826367,0.75617284,0.503546099,0.471316819,0.669117647,0.663398693,0.690909091,0.742857143,0.830845771,0.86,0.554216867,0.842105263
smol_bruin-7b,https://huggingface.co/Azazelle/smol_bruin-7b,Azazelle/smol_bruin-7b,7,0.650170648,0.688508265,0.650518425,0.31,0.637037037,0.677631579,0.63,0.705660377,0.770833333,0.48,0.54,0.4,0.682080925,0.401960784,0.74,0.582978723,0.49122807,0.565517241,0.412698413,0.507936508,0.27,0.777419355,0.492610837,0.71,0.781818182,0.767676768,0.89119171,0.671794872,0.351851852,0.676470588,0.337748344,0.849541284,0.564814815,0.852941176,0.818565401,0.717488789,0.786259542,0.809917355,0.805555556,0.754601227,0.446428571,0.805825243,0.884615385,0.73,0.831417625,0.75433526,0.458100559,0.735294118,0.704180064,0.734567901,0.464539007,0.477835724,0.683823529,0.691176471,0.636363636,0.706122449,0.84079602,0.88,0.548192771,0.842105263
StrangeMerges_21-7B-slerp,https://huggingface.co/Gille/StrangeMerges_21-7B-slerp,Gille/StrangeMerges_21-7B-slerp,7,0.71331058,0.718382792,0.650490461,0.37,0.666666667,0.710526316,0.64,0.701886792,0.777777778,0.5,0.56,0.31,0.670520231,0.392156863,0.75,0.565957447,0.48245614,0.55862069,0.407407407,0.492063492,0.33,0.793548387,0.522167488,0.71,0.763636364,0.818181818,0.911917098,0.679487179,0.333333333,0.676470588,0.364238411,0.840366972,0.5,0.843137255,0.801687764,0.686098655,0.79389313,0.785123967,0.768518519,0.766871166,0.428571429,0.776699029,0.88034188,0.71,0.82247765,0.742774566,0.448044693,0.72875817,0.713826367,0.75308642,0.485815603,0.475228162,0.676470588,0.678104575,0.681818182,0.73877551,0.845771144,0.85,0.56626506,0.830409357
openchat-3.5-1210-starling-slerp,https://huggingface.co/SanjiWatsuki/openchat-3.5-1210-starling-slerp,SanjiWatsuki/openchat-3.5-1210-starling-slerp,,0.607508532,0.671380203,0.650478367,0.38,0.614814815,0.671052632,0.65,0.690566038,0.784722222,0.49,0.55,0.32,0.676300578,0.450980392,0.75,0.587234043,0.50877193,0.579310345,0.396825397,0.515873016,0.24,0.793548387,0.487684729,0.74,0.793939394,0.792929293,0.901554404,0.68974359,0.333333333,0.68907563,0.344370861,0.851376147,0.550925926,0.843137255,0.82278481,0.721973094,0.763358779,0.785123967,0.777777778,0.791411043,0.464285714,0.825242718,0.893162393,0.7,0.825031928,0.73699422,0.369832402,0.72875817,0.713826367,0.731481481,0.489361702,0.483050847,0.705882353,0.674836601,0.654545455,0.706122449,0.825870647,0.87,0.518072289,0.830409357
ipo-test,https://huggingface.co/rwitz2/ipo-test,rwitz2/ipo-test,,0.639078498,0.66948815,0.650477891,0.33,0.637037037,0.690789474,0.62,0.732075472,0.756944444,0.47,0.55,0.33,0.676300578,0.431372549,0.79,0.608510638,0.49122807,0.551724138,0.439153439,0.492063492,0.31,0.777419355,0.512315271,0.69,0.781818182,0.777777778,0.911917098,0.671794872,0.362962963,0.680672269,0.324503311,0.84587156,0.537037037,0.828431373,0.805907173,0.686098655,0.778625954,0.801652893,0.833333333,0.766871166,0.446428571,0.805825243,0.884615385,0.74,0.830140485,0.742774566,0.42122905,0.72875817,0.704180064,0.74691358,0.468085106,0.468057366,0.672794118,0.669934641,0.654545455,0.72244898,0.855721393,0.86,0.542168675,0.830409357
Mistral-7B-Merge-14-v0.2,https://huggingface.co/EmbeddedLLM/Mistral-7B-Merge-14-v0.2,EmbeddedLLM/Mistral-7B-Merge-14-v0.2,7,0.656996587,0.688607847,0.650454267,0.3,0.62962963,0.703947368,0.6,0.720754717,0.770833333,0.49,0.52,0.29,0.664739884,0.450980392,0.78,0.587234043,0.5,0.579310345,0.423280423,0.468253968,0.38,0.777419355,0.507389163,0.71,0.76969697,0.797979798,0.906735751,0.664102564,0.322222222,0.68487395,0.364238411,0.853211009,0.527777778,0.823529412,0.793248945,0.69058296,0.801526718,0.79338843,0.796296296,0.779141104,0.464285714,0.747572816,0.876068376,0.73,0.837803321,0.748554913,0.448044693,0.72875817,0.713826367,0.75308642,0.489361702,0.462842243,0.680147059,0.669934641,0.7,0.714285714,0.850746269,0.86,0.536144578,0.842105263
LeoScorpius-7B,https://huggingface.co/viethq188/LeoScorpius-7B,viethq188/LeoScorpius-7B,7,0.666382253,0.691993627,0.650446344,0.32,0.62962963,0.684210526,0.59,0.735849057,0.770833333,0.44,0.53,0.3,0.670520231,0.431372549,0.81,0.6,0.5,0.565517241,0.41005291,0.468253968,0.35,0.764516129,0.507389163,0.74,0.781818182,0.803030303,0.89119171,0.684615385,0.366666667,0.705882353,0.324503311,0.849541284,0.513888889,0.828431373,0.805907173,0.686098655,0.770992366,0.785123967,0.796296296,0.797546012,0.446428571,0.766990291,0.88034188,0.74,0.832694764,0.734104046,0.468156425,0.732026144,0.707395498,0.74691358,0.485815603,0.464146023,0.672794118,0.683006536,0.690909091,0.718367347,0.865671642,0.87,0.512048193,0.847953216
bruphin-epsilon,https://huggingface.co/nbeerbower/bruphin-epsilon,nbeerbower/bruphin-epsilon,,0.699658703,0.71370245,0.65042475,0.34,0.659259259,0.690789474,0.65,0.713207547,0.770833333,0.48,0.52,0.34,0.664739884,0.431372549,0.76,0.578723404,0.50877193,0.551724138,0.428571429,0.468253968,0.32,0.790322581,0.512315271,0.68,0.781818182,0.782828283,0.917098446,0.661538462,0.337037037,0.697478992,0.350993377,0.844036697,0.5,0.848039216,0.810126582,0.69058296,0.79389313,0.79338843,0.787037037,0.779141104,0.455357143,0.766990291,0.88034188,0.74,0.826309068,0.75433526,0.429050279,0.712418301,0.707395498,0.759259259,0.489361702,0.469361147,0.665441176,0.674836601,0.681818182,0.734693878,0.84079602,0.85,0.56626506,0.83625731
StrangeMerges_11-7B-slerp,https://huggingface.co/Gille/StrangeMerges_11-7B-slerp,Gille/StrangeMerges_11-7B-slerp,7,0.701365188,0.705238,0.650420437,0.34,0.651851852,0.690789474,0.66,0.716981132,0.770833333,0.49,0.54,0.31,0.682080925,0.431372549,0.78,0.557446809,0.473684211,0.572413793,0.412698413,0.468253968,0.34,0.8,0.517241379,0.69,0.763636364,0.813131313,0.911917098,0.674358974,0.337037037,0.663865546,0.364238411,0.83853211,0.513888889,0.848039216,0.789029536,0.69058296,0.786259542,0.785123967,0.787037037,0.779141104,0.428571429,0.766990291,0.884615385,0.7,0.828863346,0.742774566,0.429050279,0.722222222,0.713826367,0.74382716,0.485815603,0.473924381,0.691176471,0.671568627,0.654545455,0.759183673,0.84079602,0.88,0.584337349,0.830409357
MoE-StrangeMerges-2x7B,https://huggingface.co/Gille/MoE-StrangeMerges-2x7B,Gille/MoE-StrangeMerges-2x7B,7,0.686860068,0.707229636,0.650401995,0.31,0.659259259,0.710526316,0.65,0.713207547,0.770833333,0.54,0.53,0.34,0.676300578,0.431372549,0.74,0.587234043,0.48245614,0.565517241,0.404761905,0.468253968,0.35,0.787096774,0.497536946,0.69,0.775757576,0.823232323,0.911917098,0.671794872,0.359259259,0.672268908,0.364238411,0.849541284,0.518518519,0.838235294,0.793248945,0.686098655,0.79389313,0.776859504,0.777777778,0.742331288,0.446428571,0.786407767,0.884615385,0.7,0.832694764,0.734104046,0.427932961,0.718954248,0.70096463,0.74691358,0.485815603,0.465449804,0.6875,0.678104575,0.672727273,0.73877551,0.855721393,0.86,0.554216867,0.83625731
Nanashi-2x7B-bf16,https://huggingface.co/Kquant03/Nanashi-2x7B-bf16,Kquant03/Nanashi-2x7B-bf16,7,0.703071672,0.715793667,0.650379671,0.34,0.681481481,0.697368421,0.64,0.709433962,0.770833333,0.49,0.53,0.3,0.664739884,0.392156863,0.75,0.565957447,0.49122807,0.531034483,0.412698413,0.507936508,0.33,0.796774194,0.517241379,0.71,0.775757576,0.818181818,0.917098446,0.666666667,0.318518519,0.68487395,0.38410596,0.84587156,0.509259259,0.843137255,0.797468354,0.686098655,0.801526718,0.785123967,0.787037037,0.766871166,0.455357143,0.766990291,0.888888889,0.72,0.827586207,0.739884393,0.441340782,0.732026144,0.723472669,0.75308642,0.485815603,0.4726206,0.676470588,0.66503268,0.672727273,0.734693878,0.84079602,0.85,0.56626506,0.842105263
trinity-medium,https://huggingface.co/dillfrescott/trinity-medium,dillfrescott/trinity-medium,,0.686860068,0.696375224,0.650356873,0.34,0.666666667,0.684210526,0.63,0.716981132,0.770833333,0.44,0.56,0.27,0.682080925,0.460784314,0.77,0.565957447,0.50877193,0.579310345,0.431216931,0.492063492,0.35,0.8,0.497536946,0.73,0.775757576,0.792929293,0.896373057,0.669230769,0.337037037,0.68487395,0.357615894,0.842201835,0.537037037,0.828431373,0.797468354,0.68161435,0.809160305,0.79338843,0.768518519,0.773006135,0.419642857,0.786407767,0.871794872,0.71,0.830140485,0.713872832,0.477094972,0.738562092,0.717041801,0.74382716,0.471631206,0.463494133,0.683823529,0.663398693,0.663636364,0.734693878,0.845771144,0.86,0.548192771,0.83625731
openchat-3.5-0106,https://huggingface.co/openchat/openchat-3.5-0106,openchat/openchat-3.5-0106,,0.62116041,0.633837881,0.650352193,0.35,0.644444444,0.690789474,0.65,0.709433962,0.770833333,0.48,0.57,0.38,0.687861272,0.352941176,0.74,0.582978723,0.464912281,0.593103448,0.425925926,0.507936508,0.28,0.790322581,0.497536946,0.69,0.781818182,0.782828283,0.89119171,0.664102564,0.359259259,0.68487395,0.350993377,0.849541284,0.49537037,0.828431373,0.818565401,0.713004484,0.770992366,0.79338843,0.759259259,0.773006135,0.464285714,0.825242718,0.893162393,0.79,0.836526181,0.760115607,0.242458101,0.761437908,0.707395498,0.762345679,0.489361702,0.48696219,0.735294118,0.674836601,0.663636364,0.746938776,0.845771144,0.86,0.524096386,0.824561404
openchat-3.5-0106-32k,https://huggingface.co/CallComply/openchat-3.5-0106-32k,CallComply/openchat-3.5-0106-32k,,0.62116041,0.633837881,0.650352193,0.35,0.644444444,0.690789474,0.65,0.709433962,0.770833333,0.48,0.57,0.38,0.687861272,0.352941176,0.74,0.582978723,0.464912281,0.593103448,0.425925926,0.507936508,0.28,0.790322581,0.497536946,0.69,0.781818182,0.782828283,0.89119171,0.664102564,0.359259259,0.68487395,0.350993377,0.849541284,0.49537037,0.828431373,0.818565401,0.713004484,0.770992366,0.79338843,0.759259259,0.773006135,0.464285714,0.825242718,0.893162393,0.79,0.836526181,0.760115607,0.242458101,0.761437908,0.707395498,0.762345679,0.489361702,0.48696219,0.735294118,0.674836601,0.663636364,0.746938776,0.845771144,0.86,0.524096386,0.824561404
UltraCatunaMayo,https://huggingface.co/Eric111/UltraCatunaMayo,Eric111/UltraCatunaMayo,,0.697952218,0.701852221,0.650341956,0.36,0.659259259,0.690789474,0.65,0.709433962,0.791666667,0.48,0.59,0.32,0.670520231,0.431372549,0.75,0.561702128,0.473684211,0.544827586,0.412698413,0.46031746,0.33,0.787096774,0.512315271,0.71,0.763636364,0.803030303,0.901554404,0.674358974,0.32962963,0.693277311,0.38410596,0.836697248,0.527777778,0.848039216,0.805907173,0.67264574,0.824427481,0.785123967,0.787037037,0.754601227,0.428571429,0.766990291,0.871794872,0.7,0.827586207,0.725433526,0.436871508,0.718954248,0.704180064,0.74691358,0.485815603,0.473924381,0.683823529,0.681372549,0.672727273,0.742857143,0.845771144,0.86,0.56626506,0.842105263
TheTop-5x7B-Instruct-S4-v0.1,https://huggingface.co/MaziyarPanahi/TheTop-5x7B-Instruct-S4-v0.1,MaziyarPanahi/TheTop-5x7B-Instruct-S4-v0.1,7,0.691979522,0.720274846,0.650336533,0.33,0.651851852,0.703947368,0.66,0.698113208,0.770833333,0.48,0.52,0.27,0.670520231,0.401960784,0.75,0.591489362,0.50877193,0.572413793,0.425925926,0.492063492,0.37,0.790322581,0.507389163,0.66,0.775757576,0.792929293,0.906735751,0.666666667,0.348148148,0.676470588,0.364238411,0.836697248,0.50462963,0.852941176,0.814345992,0.68161435,0.786259542,0.79338843,0.787037037,0.773006135,0.482142857,0.786407767,0.88034188,0.73,0.827586207,0.75433526,0.45027933,0.725490196,0.713826367,0.75617284,0.468085106,0.474576271,0.691176471,0.674836601,0.654545455,0.734693878,0.825870647,0.85,0.560240964,0.842105263
Chimera-Apex-7B,https://huggingface.co/bunnycore/Chimera-Apex-7B,bunnycore/Chimera-Apex-7B,7,0.630546075,0.678948417,0.650315098,0.4,0.62962963,0.690789474,0.63,0.716981132,0.75,0.49,0.51,0.28,0.687861272,0.401960784,0.76,0.582978723,0.473684211,0.55862069,0.399470899,0.476190476,0.34,0.783870968,0.512315271,0.68,0.775757576,0.792929293,0.886010363,0.664102564,0.377777778,0.68487395,0.364238411,0.83853211,0.518518519,0.833333333,0.801687764,0.69955157,0.770992366,0.785123967,0.805555556,0.785276074,0.517857143,0.825242718,0.871794872,0.73,0.830140485,0.739884393,0.353072626,0.738562092,0.713826367,0.74691358,0.471631206,0.470664928,0.698529412,0.679738562,0.690909091,0.742857143,0.865671642,0.87,0.524096386,0.847953216
Experiment4-7B,https://huggingface.co/yam-peleg/Experiment4-7B,yam-peleg/Experiment4-7B,7,0.70221843,0.711212906,0.650312426,0.31,0.659259259,0.690789474,0.62,0.716981132,0.763888889,0.46,0.57,0.29,0.664739884,0.450980392,0.77,0.578723404,0.51754386,0.565517241,0.436507937,0.452380952,0.34,0.787096774,0.507389163,0.74,0.781818182,0.772727273,0.886010363,0.669230769,0.355555556,0.693277311,0.350993377,0.847706422,0.537037037,0.848039216,0.797468354,0.69058296,0.816793893,0.801652893,0.777777778,0.773006135,0.446428571,0.776699029,0.876068376,0.71,0.833971903,0.716763006,0.45027933,0.735294118,0.710610932,0.737654321,0.475177305,0.466753585,0.6875,0.66503268,0.681818182,0.726530612,0.84079602,0.86,0.560240964,0.81871345
FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,https://huggingface.co/dddsaty/FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,dddsaty/FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,7,0.715870307,0.722067317,0.650300041,0.34,0.674074074,0.697368421,0.65,0.705660377,0.770833333,0.49,0.53,0.3,0.658959538,0.392156863,0.76,0.565957447,0.49122807,0.544827586,0.420634921,0.507936508,0.34,0.796774194,0.517241379,0.69,0.775757576,0.808080808,0.906735751,0.656410256,0.344444444,0.680672269,0.377483444,0.851376147,0.5,0.843137255,0.805907173,0.686098655,0.801526718,0.79338843,0.777777778,0.779141104,0.473214286,0.766990291,0.884615385,0.72,0.828863346,0.728323699,0.449162011,0.732026144,0.720257235,0.75,0.496453901,0.467405476,0.669117647,0.666666667,0.663636364,0.730612245,0.835820896,0.85,0.560240964,0.842105263
DareBeagle-7B,https://huggingface.co/shadowml/DareBeagle-7B,shadowml/DareBeagle-7B,7,0.692832765,0.706632145,0.650284791,0.36,0.651851852,0.697368421,0.63,0.732075472,0.791666667,0.5,0.54,0.31,0.676300578,0.450980392,0.76,0.557446809,0.473684211,0.586206897,0.417989418,0.476190476,0.37,0.783870968,0.492610837,0.71,0.775757576,0.792929293,0.89119171,0.669230769,0.340740741,0.668067227,0.357615894,0.847706422,0.537037037,0.843137255,0.793248945,0.69955157,0.778625954,0.785123967,0.787037037,0.760736196,0.419642857,0.757281553,0.876068376,0.69,0.825031928,0.734104046,0.424581006,0.712418301,0.717041801,0.74382716,0.503546099,0.466753585,0.683823529,0.673202614,0.663636364,0.755102041,0.835820896,0.88,0.56626506,0.842105263
StrangeMerges_17-7B-dare_ties,https://huggingface.co/Gille/StrangeMerges_17-7B-dare_ties,Gille/StrangeMerges_17-7B-dare_ties,7,0.622866894,0.66550488,0.650283521,0.39,0.651851852,0.697368421,0.63,0.705660377,0.756944444,0.47,0.53,0.29,0.664739884,0.401960784,0.79,0.587234043,0.48245614,0.565517241,0.425925926,0.436507937,0.3,0.770967742,0.497536946,0.69,0.775757576,0.777777778,0.89119171,0.676923077,0.351851852,0.697478992,0.331125828,0.842201835,0.555555556,0.823529412,0.780590717,0.69955157,0.809160305,0.809917355,0.805555556,0.760736196,0.517857143,0.776699029,0.876068376,0.74,0.814814815,0.74566474,0.355307263,0.764705882,0.717041801,0.759259259,0.507092199,0.471316819,0.694852941,0.691176471,0.654545455,0.742857143,0.850746269,0.89,0.542168675,0.830409357
reverie-7b,https://huggingface.co/antiven0m/reverie-7b,antiven0m/reverie-7b,7,0.651877133,0.680940052,0.650276939,0.37,0.62962963,0.697368421,0.64,0.698113208,0.763888889,0.5,0.53,0.3,0.664739884,0.401960784,0.78,0.587234043,0.50877193,0.551724138,0.423280423,0.436507937,0.37,0.783870968,0.527093596,0.72,0.787878788,0.767676768,0.896373057,0.674358974,0.355555556,0.680672269,0.337748344,0.840366972,0.523148148,0.852941176,0.801687764,0.69058296,0.79389313,0.776859504,0.805555556,0.791411043,0.446428571,0.776699029,0.863247863,0.72,0.833971903,0.731213873,0.377653631,0.732026144,0.713826367,0.768518519,0.496453901,0.469361147,0.680147059,0.68627451,0.681818182,0.755102041,0.845771144,0.86,0.530120482,0.83625731
pippafeet-11B-0.1,https://huggingface.co/nonetrix/pippafeet-11B-0.1,nonetrix/pippafeet-11B-0.1,11,0.593003413,0.629755029,0.6502723,0.39,0.577777778,0.703947368,0.57,0.683018868,0.777777778,0.48,0.56,0.33,0.682080925,0.392156863,0.72,0.604255319,0.526315789,0.572413793,0.439153439,0.476190476,0.45,0.783870968,0.487684729,0.7,0.733333333,0.782828283,0.886010363,0.68974359,0.359259259,0.701680672,0.390728477,0.844036697,0.597222222,0.818627451,0.780590717,0.704035874,0.778625954,0.743801653,0.759259259,0.760736196,0.446428571,0.776699029,0.854700855,0.73,0.817369093,0.73699422,0.482681564,0.738562092,0.720257235,0.734567901,0.496453901,0.492177314,0.680147059,0.674836601,0.672727273,0.710204082,0.84079602,0.85,0.548192771,0.824561404
MarcDareBeagle-7B,https://huggingface.co/leveldevai/MarcDareBeagle-7B,leveldevai/MarcDareBeagle-7B,7,0.698805461,0.710117506,0.650261246,0.36,0.666666667,0.684210526,0.64,0.716981132,0.777777778,0.49,0.54,0.31,0.687861272,0.431372549,0.77,0.570212766,0.5,0.572413793,0.420634921,0.452380952,0.33,0.793548387,0.502463054,0.71,0.775757576,0.792929293,0.896373057,0.656410256,0.340740741,0.68487395,0.357615894,0.844036697,0.513888889,0.852941176,0.801687764,0.69058296,0.816793893,0.801652893,0.768518519,0.766871166,0.419642857,0.757281553,0.884615385,0.71,0.831417625,0.739884393,0.431284916,0.718954248,0.717041801,0.75617284,0.496453901,0.465449804,0.672794118,0.669934641,0.672727273,0.734693878,0.835820896,0.86,0.56626506,0.83625731
Siren-7B-slerp,https://huggingface.co/DreadPoor/Siren-7B-slerp,DreadPoor/Siren-7B-slerp,7,0.666382253,0.692391954,0.650257193,0.31,0.622222222,0.717105263,0.62,0.701886792,0.770833333,0.46,0.53,0.32,0.658959538,0.441176471,0.79,0.591489362,0.50877193,0.579310345,0.425925926,0.436507937,0.33,0.783870968,0.517241379,0.68,0.781818182,0.808080808,0.911917098,0.679487179,0.348148148,0.68487395,0.370860927,0.842201835,0.49537037,0.857843137,0.810126582,0.69058296,0.786259542,0.768595041,0.814814815,0.779141104,0.4375,0.776699029,0.876068376,0.73,0.837803321,0.748554913,0.417877095,0.722222222,0.713826367,0.759259259,0.5,0.464797914,0.691176471,0.671568627,0.690909091,0.73877551,0.835820896,0.86,0.530120482,0.83625731
